unit,sex,age,nace_r2,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
PC,F,Y15-64,O-R_U,LV	: u	: u	: u	1.2 u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y15-64,O-R_U,ME	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
PC,F,Y15-64,O-R_U,MK	2.0 	2.0 	1.5 	1.8 	1.6 	2.5 	1.3 u	1.8 	: 	: 	: 
PC,F,Y15-64,O-R_U,MT	1.1 u	: u	: u	: u	: u	: u	: u	: u	: c	: u	: bu
PC,F,Y15-64,O-R_U,NL	0.6 	0.8 	0.8 	1.0 	0.9 	0.7 b	0.7 	0.7 	0.8 	0.9 	0.9 b
PC,F,Y15-64,O-R_U,NO	: u	: u	0.5 	0.5 	0.6 	0.8 	0.7 	0.8 	0.8 	0.8 	0.7 b
PC,F,Y15-64,O-R_U,PL	1.6 	1.6 	1.8 	1.9 	1.9 	1.5 	1.6 	1.5 	1.6 b	1.7 	1.7 b
PC,F,Y15-64,O-R_U,PT	1.3 	1.2 	1.5 	1.2 	1.3 	1.7 	1.5 	1.7 b	: u	: u	1.0 b
PC,F,Y15-64,O-R_U,RO	: c	: c	: c	: u	: u	: c	: u	: c	: bc	: u	: bu
PC,F,Y15-64,O-R_U,RS	4.4 	5.3 	4.4 	3.7 	2.7 b	2.5 u	1.7 u	1.2 u	: u	: 	: 
PC,F,Y15-64,O-R_U,SE	3.6 b	3.5 	3.6 	4.3 	5.1 	5.3 	5.1 	5.1 	5.4 	4.8 	5.2 b
PC,F,Y15-64,O-R_U,SI	2.4 u	2.9 	2.3 u	2.9 	2.5 u	1.8 u	2.4 u	2.8 u	3.1 	2.9 u	2.8 bu
PC,F,Y15-64,O-R_U,SK	1.0 	1.3 	2.1 	2.5 	1.8 	1.2 	1.2 	0.8 bu	: u	: bu	: bu
PC,F,Y15-64,O-R_U,TR	0.8 	0.8 	0.8 	0.9 	0.8 b	0.8 	0.5 	0.7 	0.5 	0.5 	: 
PC,F,Y15-64,O-R_U,UK	0.3 	0.3 	0.3 	0.3 	0.4 	0.3 	0.3 	0.3 	0.3 	0.3 	0.4 b
PC,F,Y15-64,S_T,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y15-64,S_T,BE	: u	5.6 bu	: u	: u	: u	4.0 u	: u	4.7 u	5.0 u	6.2 u	7.0 bu
PC,F,Y15-64,S_T,BG	: u	: u	: u	: u	: u	: c	: u	: bu	: bu	: c	: bu
PC,F,Y15-64,S_T,CH	1.4 u	2.0 u	1.1 u	2.7 u	1.9 u	2.2 u	1.2 u	1.4 u	1.4 bu	: u	2.2 bu
PC,F,Y15-64,S_T,CY	: 	: c	: c	: c	: 	: c	: c	: 	: c	: 	: bc
PC,F,Y15-64,S_T,CZ	: c	: c	: c	: c	: u	: u	: u	: bc	: u	: c	: bu
PC,F,Y15-64,S_T,DE	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	0.8 b
PC,F,Y15-64,S_T,DK	: u	: bu	: bu	: u	: c	: u	: u	: u	: u	: u	: bu
PC,F,Y15-64,S_T,EA19	2.7 	2.7 	2.6 	2.4 	2.4 	2.4 	2.4 	2.7 	2.4 	2.5 	2.6 b
PC,F,Y15-64,S_T,EE	: c	: c	: 	: c	: c	: c	: 	: c	: c	: 	: bc
PC,F,Y15-64,S_T,EL	4.0 u	4.4 u	: u	3.2 u	5.7 	5.1 u	4.0 u	4.3 	4.0 	5.2 b	4.0 b
PC,F,Y15-64,S_T,ES	3.4 	3.5 	3.9 	3.5 	3.5 	3.5 	3.5 	3.1 	3.0 	3.2 b	3.2 b
PC,F,Y15-64,S_T,EU15	2.6 	2.5 	2.4 	2.3 	2.3 	2.2 	2.3 	2.5 	2.3 	2.4 	2.4 b
PC,F,Y15-64,S_T,EU27_2020	2.8 	2.8 	2.7 	2.6 	2.6 	2.6 	2.6 	2.8 	2.6 	2.7 	2.7 b
PC,F,Y15-64,S_T,EU28	2.6 	2.6 	2.5 	2.4 	2.5 	2.4 	2.5 	2.6 	2.4 	2.5 	2.5 b
PC,F,Y15-64,S_T,FI	5.5 u	6.8 u	6.1 u	7.4 u	6.5 u	5.8 u	7.5 u	7.7 u	8.8 bu	7.0 u	7.6 bu
PC,F,Y15-64,S_T,FR	4.5 	4.1 	3.1 	2.8 	3.1 b	3.3 	3.5 	3.9 	3.9 	3.9 	4.2 b
PC,F,Y15-64,S_T,HR	7.1 u	: u	8.6 u	: u	7.3 bu	: 	: u	7.2 u	: u	: c	: bc
PC,F,Y15-64,S_T,HU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y15-64,S_T,IE	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y15-64,S_T,IS	: c	: u	: u	: u	: c	: c	: u	: u	: u	: u	: bu
PC,F,Y15-64,S_T,IT	2.9 	2.6 	2.6 	2.3 	1.9 	1.6 	1.2 	1.7 	1.2 	1.6 	1.6 b
PC,F,Y15-64,S_T,LT	: 	: c	: c	: c	: 	: u	: u	: c	: c	: u	: bc
PC,F,Y15-64,S_T,LU	: c	: c	: c	: bc	: c	: c	: c	: c	: c	: bc	: 
PC,F,Y15-64,S_T,LV	: c	: u	: c	: 	: 	: 	: 	: c	: 	: u	: bc
PC,F,Y15-64,S_T,ME	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 
PC,F,Y15-64,S_T,MK	17.7 u	: u	: u	: u	: u	: c	: u	: u	: 	: 	: 
PC,F,Y15-64,S_T,MT	: c	: 	: c	: 	: c	: c	: c	: c	: 	: c	: 
PC,F,Y15-64,S_T,NL	: u	: u	: u	: u	: u	: bu	: u	: u	: u	: u	: bu
PC,F,Y15-64,S_T,NO	: u	: u	: c	: u	: c	: c	: c	: c	: u	: u	: bu
PC,F,Y15-64,S_T,PL	5.7 u	6.9 u	6.6 u	7.7 u	9.5 u	9.6 u	10.0 u	9.6 u	10.0 bu	7.2 u	7.9 bu
PC,F,Y15-64,S_T,PT	6.3 	6.1 	7.4 	6.1 	7.0 	7.0 	7.4 	7.3 b	: u	: u	: bu
PC,F,Y15-64,S_T,RO	: u	: u	: u	: u	: c	: u	: c	: c	: bc	: 	: 
PC,F,Y15-64,S_T,RS	12.1 u	16.2 	21.4 	17.1 u	9.7 bu	: u	: u	: c	: u	: 	: 
PC,F,Y15-64,S_T,SE	3.3 b	4.8 	3.6 	4.6 	6.0 	4.5 	3.9 	4.3 	5.7 	: u	5.9 bu
PC,F,Y15-64,S_T,SI	11.5 u	: u	10.5 u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y15-64,S_T,SK	: c	: u	: u	: u	: 	: c	: u	: bu	: c	: bu	: bc
PC,F,Y15-64,S_T,TR	2.8 	4.5 	3.9 	3.6 	4.2 b	3.1 	4.5 	5.6 	6.1 	6.0 	: 
PC,F,Y15-64,S_T,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y15-64,TOTAL,AT	1.0 	1.1 	1.2 	1.1 	1.1 	1.1 	1.1 	1.3 	1.2 	1.0 	1.2 
PC,F,Y15-64,TOTAL,BE	4.3 	3.9 b	3.3 	3.0 	2.9 	2.8 	3.0 	3.2 	2.8 	3.1 	3.3 
PC,F,Y15-64,TOTAL,BG	0.5 	0.5 	0.5 u	0.6 u	0.6 u	0.6 	0.6 u	0.5 bu	0.5 bu	0.4 u	0.5 u
PC,F,Y15-64,TOTAL,CH	1.4 	1.7 	1.6 	1.7 	1.5 	1.6 	1.5 	1.6 	1.8 b	1.4 	1.4 
PC,F,Y15-64,TOTAL,CY	0.7 u	0.5 u	0.6 u	0.9 u	0.6 u	0.5 u	0.8 u	0.6 u	0.7 u	0.8 bu	0.7 u
PC,F,Y15-64,TOTAL,CZ	0.4 	0.4 	0.5 	0.6 	0.6 	0.6 	0.7 	0.8 b	0.8 	0.7 	0.6 
PC,F,Y15-64,TOTAL,DE	0.4 	0.4 	0.5 	0.5 	0.5 	0.5 	0.5 	0.6 	0.6 b	0.7 	0.7 
PC,F,Y15-64,TOTAL,DK	1.2 	1.4 b	2.0 b	0.9 	0.9 	1.0 	1.0 	1.2 	1.1 	1.4 	1.4 b
PC,F,Y15-64,TOTAL,EA19	2.6 	2.6 	2.5 	2.5 	2.4 	2.3 	2.4 	2.5 	2.4 	2.4 	2.6 
PC,F,Y15-64,TOTAL,EE	1.3 	1.2 	1.1 	1.2 	1.4 	1.0 	0.9 	1.2 	1.0 u	0.6 u	: u
PC,F,Y15-64,TOTAL,EL	1.3 	1.3 	1.4 	1.2 	1.5 	1.5 	1.6 	1.5 	1.4 	1.2 b	1.1 
PC,F,Y15-64,TOTAL,ES	4.7 	5.1 	4.8 	4.7 	4.9 	4.7 	4.5 	4.6 	4.7 	4.8 b	5.4 
PC,F,Y15-64,TOTAL,EU15	2.3 	2.3 	2.2 	2.2 	2.2 	2.1 	2.2 	2.2 	2.2 	2.1 	2.3 
PC,F,Y15-64,TOTAL,EU27_2020	2.5 	2.6 	2.6 	2.6 	2.5 	2.4 	2.5 	2.6 	2.5 	2.4 	2.6 
PC,F,Y15-64,TOTAL,EU28	2.2 	2.3 	2.3 	2.3 	2.2 	2.1 	2.2 	2.3 	2.2 	2.1 	2.3 
PC,F,Y15-64,TOTAL,FI	4.8 	4.6 	4.8 	4.8 	4.5 	4.6 	4.9 	4.8 	4.9 b	3.7 	4.1 
PC,F,Y15-64,TOTAL,FR	4.6 	4.7 	4.4 	4.3 	4.2 b	3.9 	4.5 	4.6 	4.6 	4.5 	4.6 
PC,F,Y15-64,TOTAL,HR	7.0 	6.5 	8.2 	6.5 	4.9 b	4.0 	5.0 	5.1 	4.5 	3.9 	3.5 
PC,F,Y15-64,TOTAL,HU	2.0 	2.0 	2.1 	3.4 	3.3 	3.6 	3.1 	3.4 	3.5 	3.1 	3.2 
PC,F,Y15-64,TOTAL,IE	1.6 	1.1 b	0.8 	0.8 	0.9 	0.9 	1.0 	0.9 	0.8 	0.7 	0.9 
PC,F,Y15-64,TOTAL,IS	3.6 	3.7 	4.3 	4.9 	4.4 	4.7 	4.8 	4.7 	4.4 	4.4 	4.1 
PC,F,Y15-64,TOTAL,IT	3.6 	3.3 	3.1 	2.8 	2.6 	2.4 	2.5 	2.3 	2.3 	2.2 	2.4 
PC,F,Y15-64,TOTAL,LT	0.9 	0.6 u	0.8 	0.9 	1.1 	1.0 	0.9 u	1.3 u	1.1 u	0.9 u	1.0 u
PC,F,Y15-64,TOTAL,LU	1.7 	1.4 	1.7 	1.9 b	1.1 	1.1 	1.2 	1.1 u	1.0 u	1.4 b	1.0 u
PC,F,Y15-64,TOTAL,LV	1.2 	0.8 	1.1 	1.4 	0.9 	1.4 	1.2 	1.4 	1.2 	1.1 	0.9 
PC,F,Y15-64,TOTAL,ME	8.3 	7.8 	8.6 	8.0 	9.1 	5.2 	4.7 	2.8 	: 	: 	: 
PC,F,Y15-64,TOTAL,MK	5.1 	4.6 	3.8 	3.7 	4.4 	3.4 	2.6 	2.5 	2.5 	2.3 	2.5 
PC,F,Y15-64,TOTAL,MT	0.8 u	0.8 u	1.3 	1.2 	1.4 	1.5 	1.3 u	1.3 u	1.1 u	1.4 u	0.8 u
PC,F,Y15-64,TOTAL,NL	1.0 	1.2 	1.1 	1.3 	1.2 	1.0 	1.0 	1.0 	1.1 	1.2 	1.2 
PC,F,Y15-64,TOTAL,NO	0.7 u	0.6 u	0.7 	0.7 	0.7 	0.9 	0.8 	0.9 	0.9 	0.7 	0.9 
PC,F,Y15-64,TOTAL,PL	3.7 	3.9 	4.3 	4.6 	4.6 	4.2 	4.2 	4.1 	4.0 b	3.4 	4.2 
PC,F,Y15-64,TOTAL,PT	2.7 	2.8 	3.1 	3.0 	3.0 	3.5 	3.2 	3.3 b	1.1 	1.1 	1.3 
PC,F,Y15-64,TOTAL,RO	: u	: u	: u	: u	: u	0.3 u	: u	: u	: bu	: u	: u
PC,F,Y15-64,TOTAL,RS	8.1 	9.4 	8.4 	6.7 	4.3 b	3.4 	2.5 	2.1 	1.8 	: 	: 
PC,F,Y15-64,TOTAL,SE	3.9 b	3.9 	4.2 	4.9 	5.5 	5.5 	5.6 	5.7 	5.9 	5.5 	5.8 
PC,F,Y15-64,TOTAL,SI	4.7 	5.3 	4.9 	5.1 	4.6 	4.1 	4.9 	5.4 	5.4 	5.0 	5.4 
PC,F,Y15-64,TOTAL,SK	1.5 	1.6 	2.3 	2.9 	2.1 	1.3 	1.3 	0.9 b	1.0 	0.8 	1.0 
PC,F,Y15-64,TOTAL,TR	4.7 	5.0 	5.0 	5.0 	5.1 b	5.4 	5.5 	6.5 	7.4 	6.6 	6.5 
PC,F,Y15-64,TOTAL,UK	0.3 	0.3 	0.4 	0.4 	0.4 	0.4 	0.4 	0.3 	0.4 	0.4 	0.5 b
PC,F,Y20-64,A,AT	: c	: c	: c	: u	: c	: c	: c	: c	: c	: u	: bc
PC,F,Y20-64,A,BE	: u	: bu	: u	: c	: u	: c	: u	: u	: u	: c	: bc
PC,F,Y20-64,A,BG	: u	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,F,Y20-64,A,CH	: c	: u	: u	: u	: u	: u	: u	: u	: bu	: c	: 
PC,F,Y20-64,A,CY	: 	: 	: 	: 	: c	: c	: c	: 	: 	: bc	: bc
PC,F,Y20-64,A,CZ	: u	: c	: c	: u	: u	: u	: u	: bu	: u	: u	: bu
PC,F,Y20-64,A,DE	: c	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,F,Y20-64,A,DK	: c	: bc	: bc	: u	: c	: u	: c	: c	: u	: c	: bc
PC,F,Y20-64,A,EA19	11.7 	10.8 	10.8 	11.4 	11.9 	12.1 	12.2 	10.9 	9.6 	10.6 	10.6 b
PC,F,Y20-64,A,EE	: c	: c	: c	: 	: c	: u	: u	: u	: c	: c	: bc
PC,F,Y20-64,A,EL	13.0 u	: u	: u	14.8 u	: u	17.0 u	21.1 u	: u	15.8 u	: bu	14.2 bu
PC,F,Y20-64,A,ES	13.9 	14.1 	14.0 	17.5 	19.7 	18.0 	16.5 	17.2 	13.2 	17.3 b	16.8 b
PC,F,Y20-64,A,EU15	11.1 	10.4 	10.5 	11.0 	11.4 	11.7 	11.8 	10.7 	9.5 	10.6 	10.4 b
PC,F,Y20-64,A,EU27_2020	10.1 	9.8 	9.9 	10.5 	10.3 	10.5 	11.0 	10.0 	8.8 	9.4 	9.3 b
PC,F,Y20-64,A,EU28	9.5 	9.3 	9.4 	9.9 	9.7 	9.9 	10.4 	9.6 	8.4 	9.0 	8.9 b
PC,F,Y20-64,A,FI	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,F,Y20-64,A,FR	12.6 u	12.8 	11.1 u	13.4 	10.9 bu	12.8 	12.2 u	11.6 u	10.7 u	10.7 u	13.6 bu
PC,F,Y20-64,A,HR	13.1 u	14.7 u	18.5 u	: u	: bu	: u	: u	15.9 u	12.9 u	: u	: bu
PC,F,Y20-64,A,HU	7.4 u	8.3 u	9.3 u	11.7 u	: u	10.2 u	: u	: u	10.7 u	: u	: bu
PC,F,Y20-64,A,IE	: c	: bc	: 	: 	: c	: c	: 	: 	: c	: 	: bu
PC,F,Y20-64,A,IS	: 	: c	: c	: 	: c	: c	: 	: c	: c	: u	: bc
PC,F,Y20-64,A,IT	22.7 	19.0 	20.5 	19.1 	21.2 	20.9 	22.2 	17.3 	16.7 	19.4 	17.3 b
PC,F,Y20-64,A,LT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y20-64,A,LU	: 	: 	: 	: bc	: 	: 	: 	: 	: 	: 	: 
PC,F,Y20-64,A,LV	: u	: u	: u	: c	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y20-64,A,ME	: c	: 	: c	: c	: c	: c	: c	: 	: 	: 	: 
PC,F,Y20-64,A,MK	: u	15.9 u	: u	: u	14.9 u	: u	: c	: u	: 	: 	: 
PC,F,Y20-64,A,NL	: u	: u	: u	: u	: u	: bu	: u	: u	: u	7.1 u	: bu
PC,F,Y20-64,A,NO	: c	: 	: c	: c	: 	: c	: 	: u	: u	: c	: bu
PC,F,Y20-64,A,PL	11.0 u	13.6 u	12.1 u	14.4 u	10.2 u	: u	14.8 u	15.0 u	11.7 bu	14.3 u	12.6 bu
PC,F,Y20-64,A,PT	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: u	: bu
PC,F,Y20-64,A,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bc	: c	: bc
PC,F,Y20-64,A,RS	35.4 	43.7 	34.2 	30.4 	25.2 bu	: u	: u	: c	: u	: 	: 
PC,F,Y20-64,A,SE	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y20-64,A,SI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	13.5 bu
PC,F,Y20-64,A,SK	: c	: c	: u	: u	: u	: u	: c	: bc	: u	: bu	: bu
PC,F,Y20-64,A,TR	70.4 	67.2 	69.6 	64.0 	63.2 b	68.5 	64.0 	64.8 	72.7 	72.1 	: 
PC,F,Y20-64,A,UK	: 	: c	: c	: 	: 	: 	: c	: c	: c	: 	: bc
PC,F,Y20-64,B-F,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y20-64,B-F,BE	5.2 	4.0 b	4.1 	3.5 	3.9 	3.8 	4.2 	3.9 	3.4 	2.7 u	3.9 b
PC,F,Y20-64,B-F,BG	: u	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,F,Y20-64,B-F,CH	1.0 u	1.6 u	2.1 u	1.3 u	1.0 u	1.2 u	1.6 u	1.0 u	1.6 bu	: u	1.3 bu
PC,F,Y20-64,B-F,CY	: 	: 	: c	: c	: 	: c	: c	: c	: c	: bu	: bu
PC,F,Y20-64,B-F,CZ	0.3 u	0.4 u	0.5 u	0.5 u	0.6 u	0.7 	0.7 	1.0 b	1.1 	0.8 	0.7 b
PC,F,Y20-64,B-F,DE	0.2 	0.3 	0.3 	0.4 	0.4 	0.4 	0.3 	0.5 	0.5 b	0.4 	0.6 b
PC,F,Y20-64,B-F,DK	: u	: bu	: bu	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y20-64,B-F,EA19	2.4 	2.6 	2.5 	2.3 	2.3 	1.9 	2.1 	2.3 	2.4 	1.8 	2.4 b
PC,F,Y20-64,B-F,EE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bc
PC,F,Y20-64,B-F,EL	1.9 u	1.8 u	1.9 u	: u	: u	: u	2.2 u	1.6 u	1.5 u	1.4 bu	1.2 bu
PC,F,Y20-64,B-F,ES	4.3 	4.5 	3.9 	3.3 	4.2 	3.8 	3.8 	3.8 	3.6 	3.2 b	4.6 b
PC,F,Y20-64,B-F,EU15	2.2 	2.3 	2.2 	2.0 	2.1 	1.7 	1.9 	2.1 	2.2 	1.7 	2.2 b
PC,F,Y20-64,B-F,EU27_2020	2.2 	2.4 	2.4 	2.4 	2.4 	2.2 	2.2 	2.4 	2.5 	1.8 	2.3 b
PC,F,Y20-64,B-F,EU28	2.1 	2.2 	2.2 	2.2 	2.2 	2.0 	2.0 	2.2 	2.3 	1.7 	2.1 b
PC,F,Y20-64,B-F,FI	3.3 u	3.5 u	3.4 u	2.7 u	3.1 u	2.4 u	2.3 u	2.6 u	2.9 bu	2.0 u	2.6 bu
PC,F,Y20-64,B-F,FR	5.6 	6.0 	5.9 	5.3 	5.3 b	4.1 	5.1 	5.3 	6.9 	4.6 	6.1 b
PC,F,Y20-64,B-F,HR	8.4 u	8.6 u	8.6 u	6.5 u	6.3 bu	5.9 u	5.6 u	5.6 u	4.3 u	4.0 u	4.6 bu
PC,F,Y20-64,B-F,HU	2.1 	2.0 	2.4 	4.2 	4.6 	5.2 	4.5 	4.7 	4.9 	4.0 	4.2 b
PC,F,Y20-64,B-F,IE	: u	: bu	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y20-64,B-F,IS	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y20-64,B-F,IT	3.4 	3.5 	3.6 	3.3 	2.9 	2.1 	2.0 	2.3 	2.3 	1.9 	2.2 b
PC,F,Y20-64,B-F,LT	: u	: u	: u	: u	1.7 u	1.6 u	: u	: u	: u	: u	: bu
PC,F,Y20-64,B-F,LU	: c	: c	: u	: bu	: c	: c	: c	: c	: c	: bc	: 
PC,F,Y20-64,B-F,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y20-64,B-F,ME	: u	: u	: u	: u	: u	: u	: u	: c	: 	: 	: 
PC,F,Y20-64,B-F,MK	7.7 	6.2 	4.8 	5.2 	5.6 	3.7 	3.0 	2.4 	: 	: 	: 
PC,F,Y20-64,B-F,MT	: 	: u	: u	: u	: u	: u	: c	: u	: u	: u	: bu
PC,F,Y20-64,B-F,NL	1.2 	1.4 	1.9 	1.7 	1.2 u	1.2 bu	1.0 u	0.8 u	0.8 u	1.2 	1.5 b
PC,F,Y20-64,B-F,NO	: u	: u	0.9 u	1.1 u	0.7 u	0.7 u	: u	0.7 u	: u	: u	: bu
PC,F,Y20-64,B-F,PL	3.4 	3.9 	4.7 	5.1 	5.1 	5.1 	4.5 	5.0 	4.9 b	3.3 	4.1 b
PC,F,Y20-64,B-F,PT	2.0 	2.9 	2.7 	2.7 	2.6 	2.7 	3.0 	3.1 b	: u	: u	: bu
PC,F,Y20-64,B-F,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: c	: bu
PC,F,Y20-64,B-F,RS	9.0 	9.2 	9.1 	7.1 	5.4 b	2.3 u	2.2 u	2.9 u	2.4 u	: 	: 
PC,F,Y20-64,B-F,SE	1.6 b	2.1 	2.1 	2.4 	2.5 	2.0 	2.2 	2.5 	3.0 	2.2 u	2.3 b
PC,F,Y20-64,B-F,SI	4.6 u	5.6 	5.4 	5.5 u	4.8 u	3.9 u	6.7 	6.5 	4.4 u	3.4 u	4.6 b
PC,F,Y20-64,B-F,SK	1.9 	1.6 	1.1 u	2.2 	1.9 	: u	1.1 u	: bu	1.6 	: bu	1.0 bu
PC,F,Y20-64,B-F,TR	3.8 	5.2 	4.3 	3.0 	3.8 b	3.2 	4.2 	4.5 	5.6 	5.5 	: 
PC,F,Y20-64,B-F,UK	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	0.4 bu
PC,F,Y20-64,G-I,AT	0.9 u	1.3 	1.3 	1.0 u	1.2 u	1.1 u	1.2 u	1.2 u	1.1 u	1.1 u	1.2 bu
PC,F,Y20-64,G-I,BE	7.1 	7.1 b	6.0 	4.6 	3.9 	3.7 	4.0 	4.3 	3.4 	3.8 	3.6 b
PC,F,Y20-64,G-I,BG	: u	: u	: u	: u	: u	: u	: u	: bu	: bu	: u	: bu
PC,F,Y20-64,G-I,CH	1.6 	1.8 	1.6 	1.6 	1.2 u	1.3 u	1.2 u	1.1 u	1.5 b	0.7 u	0.9 bu
PC,F,Y20-64,G-I,CY	: u	1.0 u	: u	: u	: u	: u	: u	: u	: u	: bu	: bu
PC,F,Y20-64,G-I,CZ	0.7 u	0.7 u	0.6 u	0.9 	0.8 	0.8 	1.0 	0.9 b	1.0 	0.8 	0.8 b
PC,F,Y20-64,G-I,DE	0.4 	0.5 	0.6 	0.7 	0.6 	0.6 	0.6 	0.7 	0.7 b	0.9 	0.8 b
PC,F,Y20-64,G-I,DK	1.1 u	1.2 bu	2.3 b	1.2 u	1.3 u	1.3 u	: u	1.5 u	: u	1.3 u	1.3 bu
PC,F,Y20-64,G-I,EA19	3.5 	3.5 	3.3 	3.2 	3.1 	2.9 	3.0 	3.0 	2.9 	2.7 	3.0 b
PC,F,Y20-64,G-I,EE	: u	1.7 u	: u	1.8 u	1.9 u	: u	: u	1.7 u	: u	: u	: bu
PC,F,Y20-64,G-I,EL	1.1 	1.4 	1.7 	1.8 	2.1 	1.9 	1.8 	1.5 	1.5 	0.9 bu	0.9 bu
PC,F,Y20-64,G-I,ES	6.8 	7.3 	7.0 	6.8 	7.1 	6.9 	6.5 	6.5 	6.7 	6.2 b	6.8 b
PC,F,Y20-64,G-I,EU15	3.0 	3.0 	2.9 	2.8 	2.7 	2.6 	2.7 	2.7 	2.6 	2.5 	2.7 b
PC,F,Y20-64,G-I,EU27_2020	3.4 	3.4 	3.3 	3.3 	3.2 	3.0 	3.1 	3.0 	3.0 	2.7 	3.0 b
PC,F,Y20-64,G-I,EU28	3.0 	3.0 	2.9 	2.9 	2.8 	2.7 	2.7 	2.7 	2.7 	2.4 	2.7 b
PC,F,Y20-64,G-I,FI	4.1 	4.1 	4.0 	4.0 	3.5 	3.7 	3.8 	3.7 	3.9 b	2.6 	3.3 b
PC,F,Y20-64,G-I,FR	5.7 	5.4 	5.0 	4.9 	5.0 b	4.7 	5.3 	5.3 	4.9 	4.5 	4.8 b
PC,F,Y20-64,G-I,HR	10.9 	9.8 	11.9 	12.1 	8.5 b	5.6 u	8.4 	8.2 	7.3 	5.1 u	4.1 bu
PC,F,Y20-64,G-I,HU	1.9 	1.9 	2.2 	2.7 	2.8 	3.3 	2.8 	3.2 	4.3 	3.6 	3.8 b
PC,F,Y20-64,G-I,IE	1.7 	1.2 bu	1.1 u	: u	: u	: u	: u	: u	: u	: u	: bu
PC,F,Y20-64,G-I,IS	4.5 	: u	4.2 	4.6 	4.5 	4.7 	5.2 	4.2 	: u	: u	: bu
PC,F,Y20-64,G-I,IT	5.6 	5.5 	4.4 	3.9 	3.8 	3.4 	3.4 	3.1 	3.3 	2.7 	3.3 b
PC,F,Y20-64,G-I,LT	0.8 u	0.7 u	0.9 u	1.0 u	: u	1.2 u	: u	: u	: u	: u	: bu
PC,F,Y20-64,G-I,LU	: u	: u	: u	: bu	: c	: u	: u	: u	: u	: bu	: bu
PC,F,Y20-64,G-I,LV	: u	: u	1.5 u	1.2 u	: u	: u	1.6 u	: u	: u	: u	1.1 bu
PC,F,Y20-64,G-I,ME	12.2 	13.3 	13.0 	11.8 	14.1 	8.5 	6.1 u	4.7 u	: 	: 	: 
PC,F,Y20-64,G-I,MK	4.3 	5.3 	4.5 	3.6 	4.8 	3.2 	3.1 	2.3 u	: 	: 	: 
PC,F,Y20-64,G-I,MT	: u	: u	: c	: u	: u	: u	: u	: u	: u	: c	: bc
PC,F,Y20-64,G-I,NL	1.2 	1.2 	1.1 	1.2 	1.1 	0.9 b	0.8 	0.8 	1.1 	0.9 	1.0 b
PC,F,Y20-64,G-I,NO	: u	: u	0.7 u	0.6 u	0.5 u	0.4 u	0.7 u	0.7 u	0.9 u	0.6 u	0.8 bu
PC,F,Y20-64,G-I,PL	5.6 	5.4 	5.9 	6.2 	6.0 	5.5 	5.5 	4.9 	5.2 b	3.9 	5.6 b
PC,F,Y20-64,G-I,PT	3.3 	3.2 	3.2 	3.7 	3.5 	3.8 	3.2 	3.2 b	1.2 	: u	: bu
PC,F,Y20-64,G-I,RO	: u	: u	: u	: u	: u	: u	: u	: u	: bu	: u	: bu
PC,F,Y20-64,G-I,RS	10.3 	11.7 	10.3 	8.2 	4.8 b	4.9 	3.2 u	2.9 u	2.6 u	: 	: 
PC,F,Y20-64,G-I,SE	4.0 b	4.3 	5.2 	5.7 	6.2 	6.0 	6.9 	6.5 	6.4 	6.8 	6.6 b
PC,F,Y20-64,G-I,SI	6.4 	6.0 	6.7 	6.9 	6.5 	6.0 	6.9 	6.9 	7.2 	6.2 	5.9 b
